college,course,category,Round 1,Round 2,Mop-up,Stray,Stray Extended,fees,service_type,counseling
Gadag Institute of Medical Sciences,M.S. Orthopedics,GM,7465.0,21130.0,21130.0,,,123400,Non-Inservice,KEA
Gadag Institute of Medical Sciences,M.S. Orthopedics,STG,43689.0,82186.0,82186.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Anaesthesia,2AG,,29038.0,29038.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Anaesthesia,3AH,16203.0,41745.0,39234.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Anaesthesia,GM,11164.0,23546.0,23546.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Anaesthesia,GMH,14267.0,26182.0,26182.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Biochemistry,GMH,95206.0,,,,,40900,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Community Medicine,3BH,89097.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Community Medicine,GM,,70632.0,136288.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Community Medicine,GMH,42718.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Dermatology,GMH,,3760.0,,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Forensic Medicine,GM,,,228170.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Forensic Medicine,GMH,72812.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. General Medicine,2AH,2913.0,5573.0,5573.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. General Medicine,GMH,1212.0,3489.0,2966.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. General Medicine,S3H,11302.0,17908.0,,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Microbiology,3AH,106863.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Microbiology,GM,,,229111.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Microbiology,GMH,60955.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Paediatrics,3BH,4228.0,10166.0,10857.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Paediatrics,GM,3359.0,8801.0,8876.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Paediatrics,GMH,,8876.0,10166.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Paediatrics,PGM,91927.0,,,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pathology,2AH,37485.0,93610.0,93610.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pathology,3BG,26696.0,60507.0,60507.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pathology,GM,,49033.0,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pathology,S3H,,110192.0,110192.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pharmacology,2BG,66532.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pharmacology,GM,,111719.0,148222.0,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Pharmacology,GMH,66453.0,,,,,68400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Physiology,GM,89984.0,,,,,40900,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Psychiatry,1H,26586.0,56366.0,56366.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Psychiatry,GM,14158.0,27757.0,27757.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Radio Diagnosis,2AG,1143.0,6301.0,6301.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Radio Diagnosis,2AH,2025.0,7682.0,7682.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.D. Radio Diagnosis,GMH,531.0,3227.0,3227.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. ENT,3AH,38971.0,72351.0,72351.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. ENT,S1G,49806.0,64462.0,64462.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. ENT,S2H,56684.0,56684.0,56684.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. General Surgery,3BH,,20943.0,,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. General Surgery,GMH,5626.0,17478.0,17478.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. General Surgery,S3H,32976.0,47209.0,47209.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,2740.0,9191.0,9191.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GMH,4898.0,12524.0,,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Obstetrics and Gynecology,S1H,33718.0,33718.0,33718.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Opthalamology,GMH,8983.0,28502.0,28502.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Opthalamology,S2G,25971.0,48474.0,51487.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Orthopedics,1G,12080.0,24178.0,33690.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Orthopedics,1H,24178.0,33690.0,38208.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Orthopedics,2BH,,25192.0,47650.0,,,123400,Non-Inservice,KEA
Gulbarga Institute of Medical Sciences,M.S. Orthopedics,GMH,9577.0,19028.0,19028.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Anaesthesia,2AG,10457.0,27772.0,29130.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Anaesthesia,GM,9517.0,24090.0,24090.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Anaesthesia,S1G,39572.0,39572.0,39572.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Biochemistry,GM,60301.0,,,,,40900,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Community Medicine,2AH,86022.0,,,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Community Medicine,GM,30761.0,113345.0,152087.0,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Dermatology,2AG,2336.0,6408.0,7588.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Dermatology,GM,642.0,2439.0,2439.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Forensic Medicine,GM,50918.0,,229085.0,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. General Medicine,2BG,1242.0,5120.0,5120.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. General Medicine,GM,684.0,2376.0,2376.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. General Medicine,S3G,9449.0,18482.0,18482.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. General Medicine,STG,10406.0,35104.0,35104.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Microbiology,GM,52484.0,,,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Paediatrics,2AG,3450.0,9586.0,9586.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Paediatrics,GM,2550.0,7955.0,7955.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Paediatrics,STG,20496.0,49766.0,49766.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Pathology,3AG,17635.0,51946.0,147448.0,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Pathology,3BG,27060.0,73172.0,,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Pathology,GM,,45851.0,45851.0,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Pathology,STG,77075.0,,,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Pharmacology,GM,,80201.0,,,,68400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Physiology,GM,109440.0,,,,,40900,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Psychiatry,GM,10300.0,22681.0,22681.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Psychiatry,S3G,,53638.0,70720.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Radio Diagnosis,2AG,692.0,6046.0,6046.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Radio Diagnosis,GM,553.0,2915.0,2915.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.D. Respiratory Medicine,2AG,,19452.0,19452.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. ENT,2AG,12193.0,23889.0,,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. ENT,GM,,19734.0,19734.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. General Surgery,3BG,4433.0,9812.0,9812.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. General Surgery,GM,4068.0,8381.0,9655.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. General Surgery,S2G,20596.0,38646.0,38646.0,73020.0,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Obstetrics and Gynecology,1G,4624.0,14726.0,14726.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Obstetrics and Gynecology,2AH,5494.0,19197.0,19197.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Obstetrics and Gynecology,GM,3668.0,7824.0,7824.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Opthalamology,2AG,12233.0,27561.0,35374.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Opthalamology,STG,44357.0,119881.0,119881.0,147139.0,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Orthopedics,3BG,7915.0,19488.0,19488.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Orthopedics,GM,6949.0,17540.0,17540.0,,,123400,Non-Inservice,KEA
Hassan Institute of Medical Sciences,M.S. Orthopedics,STG,,92847.0,92847.0,,,123400,Non-Inservice,KEA
Haveri Institute of Medical Sciences Haveri,M.D. Forensic Medicine,GMH,118529.0,,,,,68400,Non-Inservice,KEA
Haveri Institute of Medical Sciences Haveri,M.D. General Medicine,2AH,3060.0,7991.0,7991.0,,,123400,Non-Inservice,KEA
Haveri Institute of Medical Sciences Haveri,M.S. Obstetrics and Gynecology,GM,4419.0,10865.0,12635.0,,,123400,Non-Inservice,KEA
Haveri Institute of Medical Sciences Haveri,M.S. Obstetrics and Gynecology,S2G,17590.0,32621.0,32621.0,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,2AG,2201.0,6693.0,,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,2BH,3760.0,8093.0,8093.0,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,3AG,1573.0,4419.0,,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,3BG,1649.0,6305.0,7208.0,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,GM,1519.0,3070.0,,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,S1G,11811.0,31150.0,31150.0,,,123400,Non-Inservice,KEA
INDIRA GANDHI INSTITUTE OF CHILD HEALTH,M.D. Paediatrics,S2G,6133.0,23915.0,27545.0,,,123400,Non-Inservice,KEA
JJM Medical College,M.D Emergency Medicine,GM,,25272.0,29410.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D Emergency Medicine,MNG,,132134.0,132134.0,,,5015000,Non-Inservice,KEA
JJM Medical College,M.D Emergency Medicine,OPN,20407.0,32620.0,38601.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,2AG,18718.0,36791.0,36791.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,2BG,21385.0,41762.0,41762.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,GM,16762.0,31982.0,32553.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,GMP,28529.0,57608.0,64631.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,MNG,42356.0,126221.0,139112.0,,,3515000,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,NRI,95330.0,,,,,3515000,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,OPN,24372.0,46511.0,46511.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Anaesthesia,S2G,37777.0,56282.0,56282.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Biochemistry,GM,,,183715.0,,,111015,Non-Inservice,KEA
JJM Medical College,M.D. Community Medicine,GM,54326.0,64295.0,,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Community Medicine,GMP,87584.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Community Medicine,OPN,64295.0,,157629.0,,213269.0,358253,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,GM,1116.0,4276.0,4276.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,GMP,4276.0,11514.0,11514.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,MNG,69304.0,123264.0,117530.0,,,10015000,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,NRI,105529.0,,,,,10015000,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,OPN,2027.0,7641.0,7641.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,S1G,17079.0,22648.0,22648.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Dermatology,STG,8808.0,14460.0,14460.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Forensic Medicine,GM,,,219473.0,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Forensic Medicine,OPN,,,188537.0,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,1G,,7732.0,7732.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,2AG,3265.0,7695.0,7695.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,2BG,7864.0,9434.0,9434.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,GM,1113.0,4351.0,4351.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,GMH,2080.0,7864.0,7864.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,GMP,6407.0,11347.0,11347.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,GMPH,7975.0,11910.0,11910.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,MNG,64195.0,97388.0,97833.0,,,8015000,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,NRI,104319.0,102265.0,,,,8015000,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,OPN,4955.0,8791.0,8791.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,PGM,102089.0,107244.0,107244.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. General Medicine,S3G,18482.0,29499.0,29499.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Microbiology,GMP,107787.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Microbiology,MNG,102948.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Microbiology,OPN,100049.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,2AG,6693.0,12077.0,12077.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,3BG,5984.0,12999.0,15167.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,GM,5066.0,10030.0,10030.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,GMH,,10959.0,10959.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,GMP,10030.0,16569.0,16806.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,GMPH,10959.0,17075.0,17493.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,MNG,70628.0,72188.0,174561.0,178583.0,,8015000,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,NRI,97260.0,,,,,8015000,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,OPN,8756.0,14867.0,16259.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Paediatrics,S2G,16713.0,25971.0,37787.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,2AG,46901.0,,,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,GM,34644.0,82845.0,114962.0,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,GMP,52609.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,GMPH,57516.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,MNG,46195.0,,216413.0,212010.0,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,OPN,44738.0,121139.0,204146.0,168413.0,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,S1G,73696.0,,,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,S2G,,104858.0,182467.0,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pathology,S3G,,111990.0,,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pharmacology,GM,56653.0,,,,,207027,Non-Inservice,KEA
JJM Medical College,M.D. Pharmacology,GMP,90351.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Pharmacology,OPN,60541.0,,,,,358253,Non-Inservice,KEA
JJM Medical College,M.D. Physiology,GM,,,119142.0,,,111015,Non-Inservice,KEA
JJM Medical College,M.D. Physiology,OPN,106904.0,,,,,187668,Non-Inservice,KEA
JJM Medical College,M.D. Psychiatry,GM,17177.0,36338.0,15872.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Psychiatry,GMP,,,67352.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Psychiatry,MNG,,95729.0,,,,3015000,Non-Inservice,KEA
JJM Medical College,M.D. Psychiatry,NRI,79008.0,,,,,3015000,Non-Inservice,KEA
JJM Medical College,M.D. Psychiatry,OPN,17432.0,46959.0,60027.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,2AG,5669.0,6480.0,6480.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,GM,868.0,3137.0,3137.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,GMH,1033.0,6004.0,6004.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,GMP,4050.0,9092.0,11631.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,MNG,79266.0,100728.0,146582.0,,,10015000,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,NRI,113847.0,,,,,10015000,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,OPN,2099.0,7263.0,9092.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Radio Diagnosis,S1G,11451.0,12089.0,12089.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Respiratory Medicine,GM,10658.0,17023.0,17272.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.D. Respiratory Medicine,GMP,17023.0,32219.0,32219.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.D. Respiratory Medicine,MNG,,107615.0,162870.0,,,6015000,Non-Inservice,KEA
JJM Medical College,M.D. Respiratory Medicine,NRI,84668.0,,,,,6015000,Non-Inservice,KEA
JJM Medical College,M.S. ENT,2BG,,27387.0,27387.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.S. ENT,3AH,72351.0,105988.0,105988.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.S. ENT,GM,13190.0,25366.0,26429.0,,,783108,Non-Inservice,KEA
JJM Medical College,M.S. ENT,GMP,30351.0,56736.0,56736.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.S. ENT,MNG,45176.0,101881.0,101881.0,,,3015000,Non-Inservice,KEA
JJM Medical College,M.S. ENT,NRI,52955.0,93947.0,,,,3015000,Non-Inservice,KEA
JJM Medical College,M.S. ENT,OPN,25129.0,52022.0,46308.0,,,1387994,Non-Inservice,KEA
JJM Medical College,M.S. ENT,S2G,46854.0,78765.0,78765.0,,,783108,Non-Inservice,KEA
